Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 11/02  07:00:00,172092118.73440582,172092118.73440585 
 11/02  08:00:00,280766205.6109715,280766205.61097157 
 11/02  09:00:00,264903182.65490592,264903182.65490595 
 11/02  10:00:00,268138568.18847546,268138568.1884755 
 11/02  11:00:00,285054647.96792305,285054647.96792305 
 11/02  12:00:00,282961872.15799326,282961872.15799326 
 11/02  13:00:00,305394183.8879092,305394183.8879092 
 11/02  14:00:00,301749379.8275008,301749379.8275009 
 11/02  15:00:00,299884419.12102604,299884419.1210261 
 11/02  16:00:00,301253054.6562499,301253054.6562499 
 11/02  17:00:00,211538315.41082987,211538315.4108299 
 11/02  18:00:00,155895511.0222684,155895511.0222684 
 11/02  19:00:00,141827635.46743098,141827635.46743098 
 11/02  20:00:00,129150717.51820844,129150717.51820844 
 11/02  21:00:00,127443806.74715972,127443806.74715973 
 11/02  22:00:00,85134722.37354441,85134722.37354442 
 11/02  23:00:00,80131530.28038286,80131530.28038286 
 11/02  24:00:00,65597949.44438682,65597949.44438682 
 11/03  01:00:00,65407915.1537362,65407915.1537362 
 11/03  02:00:00,65407915.1537362,65407915.1537362 
 11/03  03:00:00,65407915.1537362,65407915.1537362 
 11/03  04:00:00,65407915.1537362,65407915.1537362 
 11/03  05:00:00,65407915.1537362,65407915.1537362 
 11/03  06:00:00,102419008.739531,102419008.73953101 
 11/03  07:00:00,168225535.52367488,168225535.52367488 
 11/03  08:00:00,261936923.36852854,261936923.3685286 
 11/03  09:00:00,249826447.88679412,249826447.88679415 
 11/03  10:00:00,261752162.73559922,261752162.73559925 
 11/03  11:00:00,282321881.817953,282321881.817953 
 11/03  12:00:00,280679851.85989344,280679851.85989344 
 11/03  13:00:00,309747807.681124,309747807.681124 
 11/03  14:00:00,317648607.35842043,317648607.35842043 
 11/03  15:00:00,322388040.9394289,322388040.93942887 
 11/03  16:00:00,315121818.619743,315121818.619743 
 11/03  17:00:00,215592502.10756624,215592502.1075663 
 11/03  18:00:00,161213637.39018363,161213637.39018363 
 11/03  19:00:00,148387116.53150797,148387116.53150794 
 11/03  20:00:00,135533851.50456738,135533851.50456735 
 11/03  21:00:00,134261582.82620102,134261582.82620102 
 11/03  22:00:00,85134722.37354441,85134722.37354442 
 11/03  23:00:00,80131530.28038286,80131530.28038286 
 11/03  24:00:00,54347289.79607374,54347289.79607374 
 11/04  01:00:00,54157290.74955592,54157290.74955592 
 11/04  02:00:00,54157290.74955592,54157290.74955592 
 11/04  03:00:00,54157290.74955592,54157290.74955592 
 11/04  04:00:00,54157290.74955592,54157290.74955592 
 11/04  05:00:00,54157290.74955592,54157290.74955592 
 11/04  06:00:00,118406766.90238972,118406766.90238973 
 11/04  07:00:00,108357517.96800272,108357517.96800274 
 11/04  08:00:00,128939951.22348994,128939951.22348994 
 11/04  09:00:00,135891132.49355623,135891132.49355626 
 11/04  10:00:00,140314506.04548803,140314506.04548806 
 11/04  11:00:00,155532094.91392154,155532094.9139215 
 11/04  12:00:00,128883778.126511,128883778.12651098 
 11/04  13:00:00,125443327.57968295,125443327.57968296 
 11/04  14:00:00,122073086.36383134,122073086.36383133 
 11/04  15:00:00,121149156.69491938,121149156.69491938 
 11/04  16:00:00,118678003.67970408,118678003.67970408 
 11/04  17:00:00,105210203.02688877,105210203.02688877 
 11/04  18:00:00,74637639.57987787,74637639.57987787 
 11/04  19:00:00,57110793.79607374,57110793.79607375 
 11/04  20:00:00,56920794.74955592,56920794.74955593 
 11/04  21:00:00,56920794.74955592,56920794.74955593 
 11/04  22:00:00,56920794.74955592,56920794.74955593 
 11/04  23:00:00,56920794.74955592,56920794.74955593 
 11/04  24:00:00,54157290.74955592,54157290.74955592 
 11/05  01:00:00,54157290.74955592,54157290.74955592 
 11/05  02:00:00,54157290.74955592,54157290.74955592 
 11/05  03:00:00,54157290.74955592,54157290.74955592 
 11/05  04:00:00,54157290.74955592,54157290.74955592 
 11/05  05:00:00,54157290.74955592,54157290.74955592 
 11/05  06:00:00,74447615.50655627,74447615.50655627 
 11/05  07:00:00,57352237.79248202,57352237.79248202 
 11/05  08:00:00,53146244.92274716,53146244.92274716 
 11/05  09:00:00,53100571.45300382,53100571.45300382 
 11/05  10:00:00,53100571.45300382,53100571.45300382 
 11/05  11:00:00,53100571.45300382,53100571.45300382 
 11/05  12:00:00,76970856.05363618,76970856.05363618 
 11/05  13:00:00,92418765.11589743,92418765.11589745 
 11/05  14:00:00,92537258.98517638,92537258.98517638 
 11/05  15:00:00,95354016.95100707,95354016.95100707 
 11/05  16:00:00,59571935.54649604,59571935.54649604 
 11/05  17:00:00,57278604.56503918,57278604.56503918 
 11/05  18:00:00,65597289.79607374,65597289.79607374 
 11/05  19:00:00,56920794.74955592,56920794.74955593 
 11/05  20:00:00,56920794.74955592,56920794.74955593 
 11/05  21:00:00,56920794.74955592,56920794.74955593 
 11/05  22:00:00,56920794.74955592,56920794.74955593 
 11/05  23:00:00,56920794.74955592,56920794.74955593 
 11/05  24:00:00,65407915.1537362,65407915.1537362 
 11/06  01:00:00,65407915.1537362,65407915.1537362 
 11/06  02:00:00,65407915.1537362,65407915.1537362 
 11/06  03:00:00,65407915.1537362,65407915.1537362 
 11/06  04:00:00,65407915.1537362,65407915.1537362 
 11/06  05:00:00,65407915.1537362,65407915.1537362 
 11/06  06:00:00,65407915.1537362,65407915.1537362 
 11/06  07:00:00,88776501.27745335,88776501.27745335 
 11/06  08:00:00,156061936.56218886,156061936.56218886 
 11/06  09:00:00,267202416.33845806,267202416.33845812 
 11/06  10:00:00,264716328.85295478,264716328.8529548 
 11/06  11:00:00,273722899.0125882,273722899.01258814 
 11/06  12:00:00,291475918.71714985,291475918.7171499 
 11/06  13:00:00,290800142.9459859,290800142.9459859 
 11/06  14:00:00,315702335.82892144,315702335.8289215 
 11/06  15:00:00,305016194.1904787,305016194.1904787 
 11/06  16:00:00,298113020.2762878,298113020.27628785 
 11/06  17:00:00,315485220.83295035,315485220.83295035 
 11/06  18:00:00,230372720.64372206,230372720.64372212 
 11/06  19:00:00,158794773.59828055,158794773.59828055 
 11/06  20:00:00,147500074.10857826,147500074.10857826 
 11/06  21:00:00,134595652.32630175,134595652.32630175 
 11/06  22:00:00,132217015.99009492,132217015.99009492 
 11/06  23:00:00,85134722.37354441,85134722.37354442 
 11/06  24:00:00,80131530.28038286,80131530.28038286 
 11/07  01:00:00,65597949.44438682,65597949.44438682 
 11/07  02:00:00,65407915.1537362,65407915.1537362 
 11/07  03:00:00,65407915.1537362,65407915.1537362 
 11/07  04:00:00,65407915.1537362,65407915.1537362 
 11/07  05:00:00,65407915.1537362,65407915.1537362 
 11/07  06:00:00,65407915.1537362,65407915.1537362 
 11/07  07:00:00,94829651.33111703,94829651.33111703 
 11/07  08:00:00,165600004.18897453,165600004.18897456 
 11/07  09:00:00,271196580.1496739,271196580.14967394 
 11/07  10:00:00,261746927.07238436,261746927.07238442 
 11/07  11:00:00,264648818.04375353,264648818.04375356 
 11/07  12:00:00,280100900.07092226,280100900.0709224 
 11/07  13:00:00,276870289.35468215,276870289.3546822 
 11/07  14:00:00,289368425.5989007,289368425.5989007 
 11/07  15:00:00,280611515.7084099,280611515.7084099 
 11/07  16:00:00,280727116.86560494,280727116.86560494 
 11/07  17:00:00,299745099.14354193,299745099.14354193 
 11/07  18:00:00,232113094.86135736,232113094.8613574 
 11/07  19:00:00,154948311.38224676,154948311.38224676 
 11/07  20:00:00,145070235.25902414,145070235.25902414 
 11/07  21:00:00,134207657.44253615,134207657.44253615 
 11/07  22:00:00,134627378.16029423,134627378.1602942 
 11/07  23:00:00,85134722.37354441,85134722.37354442 
 11/07  24:00:00,80131530.28038286,80131530.28038286 
 11/08  01:00:00,65597949.44438682,65597949.44438682 
 11/08  02:00:00,65407915.1537362,65407915.1537362 
 11/08  03:00:00,65407915.1537362,65407915.1537362 
 11/08  04:00:00,65407915.1537362,65407915.1537362 
 11/08  05:00:00,65407915.1537362,65407915.1537362 
 11/08  06:00:00,65407915.1537362,65407915.1537362 
 11/08  07:00:00,107588223.19750153,107588223.19750154 
 11/08  08:00:00,182040291.35802004,182040291.35802004 
 11/08  09:00:00,286386851.59025425,286386851.5902543 
 11/08  10:00:00,270140860.73096144,270140860.7309615 
 11/08  11:00:00,271029391.85259837,271029391.8525984 
 11/08  12:00:00,284617659.26990765,284617659.2699077 
 11/08  13:00:00,291324954.0553133,291324954.05531335 
 11/08  14:00:00,295567476.7210284,295567476.7210284 
 11/08  15:00:00,294057354.9093448,294057354.9093448 
 11/08  16:00:00,301105767.637479,301105767.637479 
 11/08  17:00:00,316071914.52179193,316071914.52179193 
 11/08  18:00:00,247172817.87171423,247172817.87171423 
 11/08  19:00:00,171128170.9238097,171128170.9238097 
 11/08  20:00:00,162001448.89615825,162001448.89615825 
 11/08  21:00:00,151568862.23530722,151568862.23530722 
 11/08  22:00:00,149555983.82337815,149555983.82337815 
 11/08  23:00:00,85134722.37354441,85134722.37354442 
 11/08  24:00:00,80131530.28038286,80131530.28038286 
 11/09  01:00:00,65597949.44438682,65597949.44438682 
 11/09  02:00:00,65407915.1537362,65407915.1537362 
 11/09  03:00:00,65407915.1537362,65407915.1537362 
 11/09  04:00:00,65407915.1537362,65407915.1537362 
 11/09  05:00:00,65407915.1537362,65407915.1537362 
 11/09  06:00:00,65407915.1537362,65407915.1537362 
 11/09  07:00:00,129037920.73024325,129037920.73024324 
 11/09  08:00:00,177326832.75885904,177326832.75885904 
 11/09  09:00:00,301146134.97568285,301146134.9756829 
 11/09  10:00:00,285711112.24023914,285711112.2402392 
 11/09  11:00:00,284635223.53862053,284635223.53862053 
 11/09  12:00:00,297505590.9040686,297505590.9040686 
 11/09  13:00:00,296665774.3573455,296665774.3573456 
 11/09  14:00:00,298406806.38443804,298406806.3844381 
 11/09  15:00:00,293535636.1659936,293535636.1659936 
 11/09  16:00:00,300138895.559164,300138895.559164 
 11/09  17:00:00,311955037.3381168,311955037.3381169 
 11/09  18:00:00,247550099.1719458,247550099.17194587 
 11/09  19:00:00,169684762.1416145,169684762.14161447 
 11/09  20:00:00,159721289.72400105,159721289.72400105 
 11/09  21:00:00,147629688.27605617,147629688.27605617 
 11/09  22:00:00,145507887.8334497,145507887.8334497 
 11/09  23:00:00,85134722.37354441,85134722.37354442 
 11/09  24:00:00,80131530.28038286,80131530.28038286 
 11/10  01:00:00,65597949.44438682,65597949.44438682 
 11/10  02:00:00,65407915.1537362,65407915.1537362 
 11/10  03:00:00,65407915.1537362,65407915.1537362 
 11/10  04:00:00,65407915.1537362,65407915.1537362 
 11/10  05:00:00,65407915.1537362,65407915.1537362 
 11/10  06:00:00,65407915.1537362,65407915.1537362 
 11/10  07:00:00,95818667.44089471,95818667.44089471 
 11/10  08:00:00,180545481.5946595,180545481.5946595 
 11/10  09:00:00,275554520.3022786,275554520.30227864 
 11/10  10:00:00,263700394.38622218,263700394.38622218 
 11/10  11:00:00,269337997.34051824,269337997.34051824 
 11/10  12:00:00,285804244.3091021,285804244.3091021 
 11/10  13:00:00,281003983.3560526,281003983.35605264 
 11/10  14:00:00,292227355.8165301,292227355.81653005 
 11/10  15:00:00,284494512.31448436,284494512.3144845 
 11/10  16:00:00,280849543.3187497,280849543.31874967 
 11/10  17:00:00,300950632.87852675,300950632.87852675 
 11/10  18:00:00,225564136.8371333,225564136.83713335 
 11/10  19:00:00,155901825.40368873,155901825.40368873 
 11/10  20:00:00,146616920.0897925,146616920.0897925 
 11/10  21:00:00,133033979.0012433,133033979.00124332 
 11/10  22:00:00,132653410.74987589,132653410.74987587 
 11/10  23:00:00,85134722.37354441,85134722.37354442 
 11/10  24:00:00,80131530.28038286,80131530.28038286 
 11/11  01:00:00,54347289.79607374,54347289.79607374 
 11/11  02:00:00,54157290.74955592,54157290.74955592 
 11/11  03:00:00,54157290.74955592,54157290.74955592 
 11/11  04:00:00,54157290.74955592,54157290.74955592 
 11/11  05:00:00,54157290.74955592,54157290.74955592 
 11/11  06:00:00,54157290.74955592,54157290.74955592 
 11/11  07:00:00,60659047.34150809,60659047.34150809 
 11/11  08:00:00,53249968.50694641,53249968.50694641 
 11/11  09:00:00,53100571.45300382,53100571.45300382 
 11/11  10:00:00,53100571.45300382,53100571.45300382 
 11/11  11:00:00,53100571.45300382,53100571.45300382 
 11/11  12:00:00,81248388.62241535,81248388.62241533 
 11/11  13:00:00,92801731.45810084,92801731.45810084 
 11/11  14:00:00,97143333.97759545,97143333.97759545 
 11/11  15:00:00,90621597.0438094,90621597.0438094 
 11/11  16:00:00,74381376.51737407,74381376.51737407 
 11/11  17:00:00,60726051.97582732,60726051.97582732 
 11/11  18:00:00,74637639.57987787,74637639.57987787 
 11/11  19:00:00,65597289.79607374,65597289.79607374 
 11/11  20:00:00,56920794.74955592,56920794.74955593 
 11/11  21:00:00,56920794.74955592,56920794.74955593 
 11/11  22:00:00,56920794.74955592,56920794.74955593 
 11/11  23:00:00,56920794.74955592,56920794.74955593 
 11/11  24:00:00,56920794.74955592,56920794.74955593 
 11/12  01:00:00,54157290.74955592,54157290.74955592 
 11/12  02:00:00,54157290.74955592,54157290.74955592 
 11/12  03:00:00,54157290.74955592,54157290.74955592 
 11/12  04:00:00,54157290.74955592,54157290.74955592 
 11/12  05:00:00,54157290.74955592,54157290.74955592 
 11/12  06:00:00,54157290.74955592,54157290.74955592 
 11/12  07:00:00,60658413.9904481,60658413.9904481 
 11/12  08:00:00,53249255.98168726,53249255.981687255 
 11/12  09:00:00,53100571.45300382,53100571.45300382 
 11/12  10:00:00,53100571.45300382,53100571.45300382 
 11/12  11:00:00,73720801.39739239,73720801.39739238 
 11/12  12:00:00,94964606.11873658,94964606.11873658 
 11/12  13:00:00,102805351.40091395,102805351.40091395 
 11/12  14:00:00,100665376.46228106,100665376.46228106 
 11/12  15:00:00,103380156.88153797,103380156.88153797 
 11/12  16:00:00,95614577.50242107,95614577.50242107 
 11/12  17:00:00,73833031.87955502,73833031.87955503 
 11/12  18:00:00,74637639.57987787,74637639.57987787 
 11/12  19:00:00,65597289.79607374,65597289.79607374 
 11/12  20:00:00,56920794.74955592,56920794.74955593 
 11/12  21:00:00,56920794.74955592,56920794.74955593 
 11/12  22:00:00,56920794.74955592,56920794.74955593 
 11/12  23:00:00,56920794.74955592,56920794.74955593 
 11/12  24:00:00,56920794.74955592,56920794.74955593 
 11/13  01:00:00,65407915.1537362,65407915.1537362 
 11/13  02:00:00,65407915.1537362,65407915.1537362 
 11/13  03:00:00,65407915.1537362,65407915.1537362 
 11/13  04:00:00,65407915.1537362,65407915.1537362 
 11/13  05:00:00,65407915.1537362,65407915.1537362 
 11/13  06:00:00,65407915.1537362,65407915.1537362 
 11/13  07:00:00,98446707.71474163,98446707.71474163 
 11/13  08:00:00,155315905.3879111,155315905.3879111 
 11/13  09:00:00,274582118.0865257,274582118.08652574 
 11/13  10:00:00,271712781.9311959,271712781.931196 
 11/13  11:00:00,284539670.53273255,284539670.53273255 
 11/13  12:00:00,306056865.2593973,306056865.2593973 
 11/13  13:00:00,301414752.7075271,301414752.7075271 
 11/13  14:00:00,330200685.1724821,330200685.1724821 
 11/13  15:00:00,320437027.7627078,320437027.7627078 
 11/13  16:00:00,314967801.67262495,314967801.672625 
 11/13  17:00:00,329164231.079049,329164231.079049 
 11/13  18:00:00,234401917.1143087,234401917.1143087 
 11/13  19:00:00,160162662.45508182,160162662.45508182 
 11/13  20:00:00,148656560.6265759,148656560.6265759 
 11/13  21:00:00,136790929.9290313,136790929.9290313 
 11/13  22:00:00,135276104.68077144,135276104.68077144 
 11/13  23:00:00,85134722.37354441,85134722.37354442 
 11/13  24:00:00,80131530.28038286,80131530.28038286 
 11/14  01:00:00,65597949.44438682,65597949.44438682 
 11/14  02:00:00,65407915.1537362,65407915.1537362 
 11/14  03:00:00,65407915.1537362,65407915.1537362 
 11/14  04:00:00,65407915.1537362,65407915.1537362 
 11/14  05:00:00,65407915.1537362,65407915.1537362 
 11/14  06:00:00,65407915.1537362,65407915.1537362 
 11/14  07:00:00,97367618.86917503,97367618.86917505 
 11/14  08:00:00,160229463.84359473,160229463.8435947 
 11/14  09:00:00,275787157.3553508,275787157.3553509 
 11/14  10:00:00,268258968.4368655,268258968.4368655 
 11/14  11:00:00,275115569.8262186,275115569.8262186 
 11/14  12:00:00,296197156.50604725,296197156.5060473 
 11/14  13:00:00,291383533.3187859,291383533.31878585 
 11/14  14:00:00,318564861.57305187,318564861.57305187 
 11/14  15:00:00,314990312.85768014,314990312.85768014 
 11/14  16:00:00,313266554.2883282,313266554.28832823 
 11/14  17:00:00,332786549.0237224,332786549.0237224 
 11/14  18:00:00,239036841.86970147,239036841.8697015 
 11/14  19:00:00,165011695.92118704,165011695.92118704 
 11/14  20:00:00,152765166.36011258,152765166.36011258 
 11/14  21:00:00,139076350.79037464,139076350.79037464 
 11/14  22:00:00,135906892.13247883,135906892.13247883 
 11/14  23:00:00,85134722.37354441,85134722.37354442 
 11/14  24:00:00,80131530.28038286,80131530.28038286 
 11/15  01:00:00,65597949.44438682,65597949.44438682 
 11/15  02:00:00,65407915.1537362,65407915.1537362 
 11/15  03:00:00,65407915.1537362,65407915.1537362 
 11/15  04:00:00,65407915.1537362,65407915.1537362 
 11/15  05:00:00,65407915.1537362,65407915.1537362 
 11/15  06:00:00,65407915.1537362,65407915.1537362 
 11/15  07:00:00,97760632.51835632,97760632.51835632 
 11/15  08:00:00,160862382.59942326,160862382.5994233 
 11/15  09:00:00,273963655.7761343,273963655.77613443 
 11/15  10:00:00,274674694.00796634,274674694.0079664 
 11/15  11:00:00,293407364.6531913,293407364.6531913 
 11/15  12:00:00,328016182.1336979,328016182.133698 
 11/15  13:00:00,332209754.32067657,332209754.3206766 
 11/15  14:00:00,369762773.78268796,369762773.782688 
 11/15  15:00:00,364990014.00749004,364990014.00749004 
 11/15  16:00:00,358911087.3530239,358911087.35302395 
 11/15  17:00:00,370932381.573836,370932381.573836 
 11/15  18:00:00,261419979.291712,261419979.291712 
 11/15  19:00:00,171092316.27706832,171092316.27706832 
 11/15  20:00:00,150897995.7906591,150897995.7906591 
 11/15  21:00:00,135387374.59803268,135387374.59803268 
 11/15  22:00:00,130209894.85434982,130209894.85434982 
 11/15  23:00:00,85134722.37354441,85134722.37354442 
 11/15  24:00:00,80131530.28038286,80131530.28038286 
